Brand,SOC,NEC,Reaction,Total,Fatal,rnk
AstraZ,Nervous system disorders,Migraine headaches,Retinal migraine,7,0,84
AstraZ,Nervous system disorders,Migraine headaches,Status migrainosus,1,0,202
AstraZ,Nervous system disorders,Migraine headaches,Typical aura without headache,4,0,104
AstraZ,Nervous system disorders,Migraine headaches,Vestibular migraine,2,0,136
AstraZ,Nervous system disorders,Mononeuropathies,Carpal tunnel syndrome,2,0,147
AstraZ,Nervous system disorders,Mononeuropathies,Diabetic mononeuropathy,1,0,201
AstraZ,Nervous system disorders,Mononeuropathies,Nerve compression,2,0,150
AstraZ,Nervous system disorders,Mononeuropathies,Peroneal nerve palsy,1,0,192
AstraZ,Nervous system disorders,Mononeuropathies,Ulnar nerve palsy,1,0,185
AstraZ,Nervous system disorders,Mononeuropathies,Ulnar neuritis,1,0,220
AstraZ,Nervous system disorders,Multiple sclerosis acute and progressive,Band sensation,1,0,216
AstraZ,Nervous system disorders,Multiple sclerosis acute and progressive,Multiple sclerosis,17,0,57
AstraZ,Nervous system disorders,Multiple sclerosis acute and progressive,Multiple sclerosis relapse,8,0,81
AstraZ,Nervous system disorders,Muscle tone abnormal,Hypotonia,7,0,83
AstraZ,Nervous system disorders,Muscle tone abnormal,Stiff leg syndrome,2,0,151
AstraZ,Nervous system disorders,Myelitis (incl infective),Myelitis transverse,6,0,90
AstraZ,Nervous system disorders,Narcolepsy and hypersomnia,Hypersomnia,41,0,37
AstraZ,Nervous system disorders,Narcolepsy and hypersomnia,Narcolepsy,6,0,95
AstraZ,Nervous system disorders,Nervous system cysts and polyps,Pineal gland cyst,1,0,213
AstraZ,Nervous system disorders,Nervous system disorders NEC,Cerebral disorder,1,0,204
AstraZ,Nervous system disorders,Nervous system disorders NEC,Nervous system disorder,6,0,94
AstraZ,Nervous system disorders,Nervous system disorders NEC,Psychomotor skills impaired,2,0,138
AstraZ,Nervous system disorders,Neurologic visual problems NEC,Tunnel vision,3,0,116
AstraZ,Nervous system disorders,Neurologic visual problems NEC,Visual field defect,4,0,109
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Dizziness,5513,0,2
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Dizziness exertional,27,0,42
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Dizziness postural,622,1,8
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Drooling,1,0,203
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Exaggerated startle response,2,0,160
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Head discomfort,91,0,26
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Hyporesponsive to stimuli,1,0,208
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Infant irritability,1,0,224
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Myoclonus,5,0,98
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Neurological symptom,19,0,52
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Patient elopement,1,0,168
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Persistent postural-perceptual dizziness,2,0,149
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Presyncope,172,0,20
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Sensory overload,1,0,214
AstraZ,Nervous system disorders,Neurological signs and symptoms NEC,Unresponsive to stimuli,28,0,41
AstraZ,Nervous system disorders,Neuromuscular disorders NEC,Muscle contractions involuntary,9,0,72
AstraZ,Nervous system disorders,Neuromuscular disorders NEC,Muscle spasticity,4,0,111
AstraZ,Nervous system disorders,Neuromuscular disorders NEC,Neuromuscular pain,1,0,215
AstraZ,Nervous system disorders,Neuromuscular junction dysfunction,Myasthenia gravis,1,0,219
AstraZ,Nervous system disorders,Neuromuscular junction dysfunction,Myasthenia gravis crisis,1,0,197
AstraZ,Nervous system disorders,Olfactory nerve disorders,Anosmia,52,0,30
AstraZ,Nervous system disorders,Olfactory nerve disorders,Hyposmia,4,0,113
AstraZ,Nervous system disorders,Olfactory nerve disorders,Parosmia,92,0,25
AstraZ,Nervous system disorders,Optic nerve disorders NEC,Optic neuritis,6,0,93
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Anaesthesia,2,0,133
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Burning feet syndrome,5,0,99
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Burning sensation,127,0,22
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Dysaesthesia,3,0,122
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Formication,9,0,70
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Hemianaesthesia,2,0,139
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Hyperaesthesia,74,0,28
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Hypoaesthesia,751,0,7
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Lhermitte's sign,1,0,165
AstraZ,Nervous system disorders,Paraesthesias and dysaesthesias,Paraesthesia,1413,0,5
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Diplegia,10,0,67
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Hemiparesis,13,0,64
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Hemiplegia,4,0,107
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Monoparesis,7,0,86
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Monoplegia,24,0,45
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Paralysis,49,0,33
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Paraparesis,2,0,156
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Paraplegia,1,0,173
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Paresis,1,0,206
AstraZ,Nervous system disorders,Paralysis and paresis (excl cranial nerve),Peripheral nerve palsy,1,0,212
AstraZ,Nervous system disorders,Parkinson's disease and parkinsonism,Freezing phenomenon,47,0,35
AstraZ,Nervous system disorders,Parkinson's disease and parkinsonism,Parkinson's disease,8,0,82
AstraZ,Nervous system disorders,Parkinson's disease and parkinsonism,Parkinsonism,6,0,92
AstraZ,Nervous system disorders,Parkinson's disease and parkinsonism,Reduced facial expression,1,0,217
AstraZ,Nervous system disorders,Partial complex seizures,Dreamy state,3,0,118
AstraZ,Nervous system disorders,Partial complex seizures,Focal dyscognitive seizures,1,0,205
AstraZ,Nervous system disorders,Partial simple seizures NEC,Simple partial seizures,2,0,140
AstraZ,Nervous system disorders,Peripheral neuropathies NEC,Neuropathy peripheral,33,0,39
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Alcoholic seizure,1,0,172
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Atonic seizures,2,0,134
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Clonic convulsion,1,0,210
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Epilepsy,50,0,32
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Febrile convulsion,25,0,44
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Partial seizures,10,0,68
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Psychogenic seizure,1,0,177
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Seizure,241,2,13
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Seizure anoxic,1,0,225
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Seizure cluster,2,0,146
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Seizure like phenomena,2,0,161
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Status epilepticus,3,1,120
AstraZ,Nervous system disorders,Seizures and seizure disorders NEC,Tonic convulsion,8,0,75
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Ageusia,235,0,14
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Allodynia,16,0,58
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Aura,2,0,132
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Central pain syndrome,1,0,207
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Complex regional pain syndrome,2,0,141
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Dysgeusia,424,0,11
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Hypogeusia,1,0,199
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Loss of proprioception,2,0,154
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Neuralgia,216,0,15
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Phantom limb syndrome,8,0,77
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Post herpetic neuralgia,2,0,162
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Restless arm syndrome,4,0,114
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Restless legs syndrome,81,0,27
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Sensory disturbance,15,0,62
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Sensory loss,19,0,54
AstraZ,Nervous system disorders,Sensory abnormalities NEC,Taste disorder,118,0,23
AstraZ,Nervous system disorders,Sleep disturbances NEC,Poor quality sleep,173,0,19
AstraZ,Nervous system disorders,Sleep disturbances NEC,Sleep deficit,11,0,65
AstraZ,Nervous system disorders,Speech and language abnormalities,Dysarthria,51,1,31
AstraZ,Nervous system disorders,Speech and language abnormalities,Incoherent,2,0,145
AstraZ,Nervous system disorders,Speech and language abnormalities,Language disorder,1,0,179
AstraZ,Nervous system disorders,Speech and language abnormalities,Slow speech,3,0,119
AstraZ,Nervous system disorders,Speech and language abnormalities,Speech disorder,9,0,74
AstraZ,Nervous system disorders,Spinal cord and nerve root disorders NEC,Myelopathy,2,0,158
AstraZ,Nervous system disorders,Spinal cord and nerve root disorders NEC,Radiculopathy,1,0,221
AstraZ,Nervous system disorders,Structural brain disorders NEC,Brain injury,1,0,184
AstraZ,Nervous system disorders,Transient cerebrovascular events,Transient ischaemic attack,25,0,43
AstraZ,Nervous system disorders,Tremor (excl congenital),Action tremor,1,0,171
AstraZ,Nervous system disorders,Tremor (excl congenital),Essential tremor,1,0,187
AstraZ,Nervous system disorders,Tremor (excl congenital),Head titubation,5,0,101
AstraZ,Nervous system disorders,Tremor (excl congenital),Intention tremor,1,0,196
AstraZ,Nervous system disorders,Tremor (excl congenital),Resting tremor,3,0,115
AstraZ,Nervous system disorders,Tremor (excl congenital),Tremor,3492,1,3
AstraZ,Nervous system disorders,Trigeminal disorders,Facial neuralgia,4,0,108
AstraZ,Nervous system disorders,Trigeminal disorders,Trigeminal neuralgia,10,0,66
AstraZ,Pregnancy conditions,Abortions spontaneous,Abortion spontaneous,4,0,2
AstraZ,Pregnancy conditions,Labour onset and length abnormalities,Precipitate labour,1,0,7
AstraZ,Pregnancy conditions,Labour onset and length abnormalities,Premature labour,1,0,6
AstraZ,Pregnancy conditions,Labour onset and length abnormalities,Premature rupture of membranes,1,0,3
AstraZ,Pregnancy conditions,Maternal complications of pregnancy NEC,Hyperemesis gravidarum,1,0,5
AstraZ,Pregnancy conditions,Maternal complications of pregnancy NEC,Morning sickness,11,0,1
AstraZ,Pregnancy conditions,"Normal pregnancy, labour and delivery",Pregnancy,1,0,4
AstraZ,null,"Normal pregnancy, labour and delivery",Patient-device incompatibility,1,0,5
AstraZ,null,Device malfunction events NEC,Oversensing,7,0,1
AstraZ,null,Device malfunction events NEC,Stent malfunction,1,0,3
AstraZ,null,Device malfunction events NEC,Undersensing,1,0,4
AstraZ,null,Product physical issues,Product taste abnormal,1,0,2
AstraZ,Psychiatric disorders,Abnormal behaviour NEC,Abnormal behaviour,1,0,112
AstraZ,Psychiatric disorders,Abnormal behaviour NEC,Breath holding,1,0,86
AstraZ,Psychiatric disorders,Adjustment disorders,Adjustment disorder with depressed mood,2,0,67
AstraZ,Psychiatric disorders,Affect alterations NEC,Affect lability,1,0,125
AstraZ,Psychiatric disorders,Affect alterations NEC,Constricted affect,1,0,93
AstraZ,Psychiatric disorders,Affect alterations NEC,Flat affect,1,0,94
AstraZ,Psychiatric disorders,Affect alterations NEC,Inappropriate affect,1,0,124
AstraZ,Psychiatric disorders,Amnestic symptoms,Paramnesia,2,0,68
AstraZ,Psychiatric disorders,Anxiety symptoms,Agitation,52,0,16
AstraZ,Psychiatric disorders,Anxiety symptoms,Anxiety,151,0,7
AstraZ,Psychiatric disorders,Anxiety symptoms,Nervousness,201,0,4
AstraZ,Psychiatric disorders,Anxiety symptoms,Stress,2,0,76
AstraZ,Psychiatric disorders,Anxiety symptoms,Tension,10,0,28
AstraZ,Psychiatric disorders,Attention deficit and disruptive behaviour disorders,Attention deficit hyperactivity disorder,3,0,60
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Aggression,2,0,63
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Asocial behaviour,1,0,113
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Indifference,1,0,106
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Paranoia,6,0,42
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Personality change,1,0,123
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Social avoidant behaviour,1,0,91
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Soliloquy,1,0,105
AstraZ,Psychiatric disorders,Behaviour and socialisation disturbances,Violence-related symptom,1,0,78
AstraZ,Psychiatric disorders,Cognitive and attention disorders and disturbances NEC,Daydreaming,4,0,48
AstraZ,Psychiatric disorders,Cognitive and attention disorders and disturbances NEC,Mental fatigue,84,0,13
AstraZ,Psychiatric disorders,Communications disorders,Mutism,1,0,102
AstraZ,Psychiatric disorders,Confusion and disorientation,Confusional state,486,0,2
AstraZ,Psychiatric disorders,Confusion and disorientation,Disorientation,186,0,5
AstraZ,Psychiatric disorders,Deliria,Delirium,158,0,6
AstraZ,Psychiatric disorders,Delusional symptoms,Delusion,6,0,41
AstraZ,Psychiatric disorders,Depressive disorders,Agitated depression,1,0,79
AstraZ,Psychiatric disorders,Depressive disorders,Depression,77,0,14
AstraZ,Psychiatric disorders,Depressive disorders,Major depression,4,0,53
AstraZ,Psychiatric disorders,Dissociative states,Depersonalisation/derealisation disorder,4,0,52
AstraZ,Psychiatric disorders,Dissociative states,Dissociation,8,0,35
AstraZ,Psychiatric disorders,Dissociative states,Dissociative disorder,1,0,99
AstraZ,Psychiatric disorders,Disturbances in initiating and maintaining sleep,Initial insomnia,9,0,31
AstraZ,Psychiatric disorders,Disturbances in initiating and maintaining sleep,Insomnia,810,0,1
AstraZ,Psychiatric disorders,Disturbances in initiating and maintaining sleep,Middle insomnia,12,0,23
AstraZ,Psychiatric disorders,Disturbances in initiating and maintaining sleep,Terminal insomnia,1,0,114
AstraZ,Psychiatric disorders,Dyssomnias,Dyssomnia,1,0,115
AstraZ,Psychiatric disorders,Eating disorders NEC,Eating disorder,1,0,107
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Anger,10,0,29
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Emotional disorder,25,0,20
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Emotional distress,11,0,24
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Euphoric mood,9,0,34
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Frustration tolerance decreased,2,0,72
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Irritability,57,0,15
AstraZ,Psychiatric disorders,Emotional and mood disturbances NEC,Mood altered,9,0,32
AstraZ,Psychiatric disorders,Factitious disorders,Factitious disorder,3,0,55
AstraZ,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),Agoraphobia,1,0,97
AstraZ,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),Fear,4,0,49
AstraZ,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),Fear of death,2,0,69
AstraZ,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),Fear of disease,1,0,103
AstraZ,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),Fear of falling,1,0,109
AstraZ,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),Phonophobia,1,0,117
AstraZ,Psychiatric disorders,Fluctuating mood symptoms,Mood swings,7,0,38
AstraZ,Psychiatric disorders,Hallucinations (excl sleep-related),Hallucination,285,0,3
AstraZ,Psychiatric disorders,Hallucinations (excl sleep-related),"Hallucination, auditory",4,0,54
AstraZ,Psychiatric disorders,Hallucinations (excl sleep-related),"Hallucination, visual",14,0,21
AstraZ,Psychiatric disorders,Hallucinations (excl sleep-related),"Hallucinations, mixed",2,0,74
AstraZ,Psychiatric disorders,Impulse control disorders,Impulse-control disorder,2,0,71
AstraZ,Psychiatric disorders,Increased physical activity levels,Restlessness,127,0,8
AstraZ,Psychiatric disorders,Mental disorders NEC,Mental disorder,3,0,59
AstraZ,Psychiatric disorders,Mental disorders NEC,Mental status changes,1,0,89
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Anhedonia,2,0,73
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Decreased interest,4,0,51
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Depressed mood,90,0,11
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Feeling of despair,3,0,58
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Negative thoughts,2,0,66
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Sense of a foreshortened future,1,0,101
AstraZ,Psychiatric disorders,Mood alterations with depressive symptoms,Tearfulness,27,0,19
AstraZ,Psychiatric disorders,Mood alterations with manic symptoms,Mania,3,0,61
AstraZ,Psychiatric disorders,Mood disorders NEC,Apathy,11,0,25
AstraZ,Psychiatric disorders,Mood disorders NEC,Listless,43,0,17
AstraZ,Psychiatric disorders,Narcolepsy and associated conditions,Hypnagogic hallucination,1,0,98
AstraZ,Psychiatric disorders,Obsessive-compulsive disorders and symptoms,Obsessive thoughts,1,0,122
AstraZ,Psychiatric disorders,Panic attacks and disorders,Panic attack,36,0,18
AstraZ,Psychiatric disorders,Panic attacks and disorders,Panic reaction,6,0,43
AstraZ,Psychiatric disorders,Parasomnias,Abnormal dreams,98,0,10
AstraZ,Psychiatric disorders,Parasomnias,Confusional arousal,2,0,77
AstraZ,Psychiatric disorders,Parasomnias,Exploding head syndrome,2,0,65
AstraZ,Psychiatric disorders,Parasomnias,Nightmare,111,0,9
AstraZ,Psychiatric disorders,Parasomnias,Rapid eye movements sleep abnormal,1,0,83
AstraZ,Psychiatric disorders,Parasomnias,Sleep talking,7,0,39
AstraZ,Psychiatric disorders,Parasomnias,Sleep terror,11,0,27
AstraZ,Psychiatric disorders,Parasomnias,Sleep-related eating disorder,1,0,128
AstraZ,Psychiatric disorders,Parasomnias,Somnambulism,1,0,84
AstraZ,Psychiatric disorders,Perception disturbances NEC,Autoscopy,6,0,44
AstraZ,Psychiatric disorders,Perception disturbances NEC,Derealisation,2,0,75
AstraZ,Psychiatric disorders,Perception disturbances NEC,Illusion,3,0,56
AstraZ,Psychiatric disorders,Perception disturbances NEC,Time perception altered,2,0,64
AstraZ,Psychiatric disorders,Psychiatric elimination disorders,Enuresis,9,0,33
AstraZ,Psychiatric disorders,Psychiatric symptoms NEC,Hypervigilance,2,0,70
AstraZ,Psychiatric disorders,Psychiatric symptoms NEC,Psychiatric symptom,1,0,87
AstraZ,Psychiatric disorders,Psychiatric symptoms NEC,Psychological trauma,1,0,126
AstraZ,Psychiatric disorders,Psychotic disorder NEC,Psychotic disorder,8,0,37
AstraZ,Psychiatric disorders,Sexual desire disorders,Libido decreased,1,0,104
AstraZ,Psychiatric disorders,Sexual desire disorders,Libido increased,1,0,116
AstraZ,Psychiatric disorders,Sexual desire disorders,Loss of libido,3,0,57
AstraZ,Psychiatric disorders,Sleep disorders NEC,Sleep disorder,87,0,12
AstraZ,Psychiatric disorders,Sleep disorders NEC,"Sleep disorder due to general medical condition, insomnia type",1,0,108
AstraZ,Psychiatric disorders,Somatic symptom disorders,Conversion disorder,1,0,82
AstraZ,Psychiatric disorders,Somatic symptom disorders,Habit cough,6,0,45
AstraZ,Psychiatric disorders,Somatic symptom disorders,Somatic symptom disorder,1,0,80
AstraZ,Psychiatric disorders,Speech and language usage disturbances,Disorganised speech,1,0,100
AstraZ,Psychiatric disorders,Speech and language usage disturbances,Logorrhoea,2,0,62
AstraZ,Psychiatric disorders,Speech and language usage disturbances,Pedantic speech,1,0,96
AstraZ,Psychiatric disorders,Speech articulation and rhythm disturbances,Dysphemia,4,0,50
AstraZ,Psychiatric disorders,Speech articulation and rhythm disturbances,Lack of spontaneous speech,1,0,85
AstraZ,Psychiatric disorders,Stereotypies and automatisms,Bruxism,8,0,36
AstraZ,Psychiatric disorders,Stereotypies and automatisms,Head banging,11,0,26
AstraZ,Psychiatric disorders,Stereotypies and automatisms,Waxy flexibility,1,0,90
AstraZ,Psychiatric disorders,Stress disorders,Acute stress disorder,1,0,92
AstraZ,Psychiatric disorders,Stress disorders,Burnout syndrome,1,0,111
AstraZ,Psychiatric disorders,Stress disorders,Hyperarousal,1,0,118
AstraZ,Psychiatric disorders,Stress disorders,Post-traumatic stress disorder,5,0,46
AstraZ,Psychiatric disorders,Substance related and addictive disorders,Alcohol abuse,1,0,110
AstraZ,Psychiatric disorders,Substance related and addictive disorders,Drug dependence,1,0,127
AstraZ,Psychiatric disorders,Substance related and addictive disorders,Substance abuse,1,0,95
AstraZ,Psychiatric disorders,Suicidal and self-injurious behaviour,Intentional self-injury,1,0,88
AstraZ,Psychiatric disorders,Suicidal and self-injurious behaviour,Suicidal ideation,9,0,30
AstraZ,Psychiatric disorders,Suicidal and self-injurious behaviour,Suicide threat,1,0,120
AstraZ,Psychiatric disorders,Thinking disturbances,Bradyphrenia,12,0,22
AstraZ,Psychiatric disorders,Thinking disturbances,Intrusive thoughts,1,0,119
AstraZ,Psychiatric disorders,Thinking disturbances,Tachyphrenia,7,0,40
AstraZ,Psychiatric disorders,Thinking disturbances,Thinking abnormal,4,0,47
AstraZ,Psychiatric disorders,Thinking disturbances,Thought blocking,1,0,121
AstraZ,Psychiatric disorders,Tic disorders,Tic,1,0,81
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Bladder discomfort,1,0,34
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Bladder irritation,1,0,45
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Bladder pain,9,0,11
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Bladder spasm,1,0,40
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Dysuria,20,0,6
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Incontinence,21,0,5
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Micturition frequency decreased,1,0,44
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Micturition urgency,35,0,3
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Mixed incontinence,1,0,32
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Pollakiuria,79,0,2
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Urethral pain,1,0,28
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Urinary hesitation,3,0,19
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Urinary incontinence,29,0,4
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Urinary retention,19,0,7
AstraZ,Renal & urinary disorders,Bladder and urethral symptoms,Urine flow decreased,2,0,23
AstraZ,Renal & urinary disorders,Bladder disorders NEC,Bladder dilatation,1,0,30
AstraZ,Renal & urinary disorders,Bladder disorders NEC,Bladder disorder,4,0,16
AstraZ,Renal & urinary disorders,Bladder infections and inflammations,Cystitis interstitial,1,0,39
AstraZ,Renal & urinary disorders,Glomerulonephritis and nephrotic syndrome,Anti-glomerular basement membrane disease,1,0,29
AstraZ,Renal & urinary disorders,Glomerulonephritis and nephrotic syndrome,IgA nephropathy,1,0,35
AstraZ,Renal & urinary disorders,Myoneurogenic bladder disorders,Bladder dysfunction,1,0,31
AstraZ,Renal & urinary disorders,Myoneurogenic bladder disorders,Hypertonic bladder,3,0,22
AstraZ,Renal & urinary disorders,Myoneurogenic bladder disorders,Loss of bladder sensation,3,0,18
AstraZ,Renal & urinary disorders,Myoneurogenic bladder disorders,Neurogenic bladder,1,0,42
AstraZ,Renal & urinary disorders,Nephritis NEC,Nephritis,2,0,25
AstraZ,Renal & urinary disorders,Nephropathies and tubular disorders NEC,Nephropathy,1,0,33
AstraZ,Renal & urinary disorders,Renal disorders NEC,Renal disorder,2,0,24
AstraZ,Renal & urinary disorders,Renal failure and impairment,Acute kidney injury,11,0,10
AstraZ,Renal & urinary disorders,Renal failure and impairment,Anuria,1,0,27
AstraZ,Renal & urinary disorders,Renal failure and impairment,Chronic kidney disease,4,0,14
AstraZ,Renal & urinary disorders,Renal failure and impairment,Oliguria,3,0,20
AstraZ,Renal & urinary disorders,Renal failure and impairment,Renal failure,3,1,17
AstraZ,Renal & urinary disorders,Renal failure and impairment,Renal impairment,1,0,43
AstraZ,Renal & urinary disorders,Renal failure and impairment,Renal injury,1,0,41
AstraZ,Renal & urinary disorders,Structural and obstructive urethral disorders (excl congenital),Urethral spasm,1,0,46
AstraZ,Renal & urinary disorders,Urinary abnormalities,Chromaturia,18,0,8
AstraZ,Renal & urinary disorders,Urinary abnormalities,Haematuria,6,0,13
AstraZ,Renal & urinary disorders,Urinary abnormalities,Proteinuria,1,0,26
AstraZ,Renal & urinary disorders,Urinary abnormalities,Urine abnormality,3,0,21
AstraZ,Renal & urinary disorders,Urinary abnormalities,Urine odour abnormal,9,0,12
AstraZ,Renal & urinary disorders,Urinary tract signs and symptoms NEC,Haemorrhage urinary tract,1,0,38
AstraZ,Renal & urinary disorders,Urinary tract signs and symptoms NEC,Nocturia,4,0,15
AstraZ,Renal & urinary disorders,Urinary tract signs and symptoms NEC,Polyuria,14,0,9
AstraZ,Renal & urinary disorders,Urinary tract signs and symptoms NEC,Renal colic,1,0,37
AstraZ,Renal & urinary disorders,Urinary tract signs and symptoms NEC,Renal pain,236,0,1
AstraZ,Renal & urinary disorders,Urinary tract signs and symptoms NEC,Urinary tract pain,1,0,36
AstraZ,Reproductive & breast disorders,Breast disorders NEC,Breast enlargement,1,0,46
AstraZ,Reproductive & breast disorders,Breast disorders NEC,Breast mass,3,0,18
AstraZ,Reproductive & breast disorders,Breast signs and symptoms,Breast discomfort,1,0,40
AstraZ,Reproductive & breast disorders,Breast signs and symptoms,Breast oedema,1,0,56
AstraZ,Reproductive & breast disorders,Breast signs and symptoms,Breast pain,51,0,1
AstraZ,Reproductive & breast disorders,Breast signs and symptoms,Breast swelling,2,0,23
AstraZ,Reproductive & breast disorders,Breast signs and symptoms,Breast tenderness,8,0,10
AstraZ,Reproductive & breast disorders,Breast signs and symptoms,Nipple pain,2,0,30
AstraZ,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,Ejaculation failure,1,0,44
AstraZ,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,Erectile dysfunction,4,0,15
AstraZ,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,Organic erectile dysfunction,1,0,37
AstraZ,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,Retrograde ejaculation,1,0,54
AstraZ,Reproductive & breast disorders,Lactation disorders,Suppressed lactation,2,0,28
AstraZ,Reproductive & breast disorders,Menopausal effects NEC,Menopausal symptoms,2,0,26
AstraZ,Reproductive & breast disorders,Menopausal effects on the genitourinary tract,Postmenopausal haemorrhage,1,0,43
